CompanyID,CompanyName,CategoryName,Category,Product,Subproduct,
616641,1888 Mills,American-Made Apparel,Apparel Blanks,American-Made Apparel,,
616641,1888 Mills,Home Textiles,Blank Nonwearables & Accessories,Home Textiles,,
616641,1888 Mills,Other,"Miscellaneous Equipment, Supplies & Industry Services",Other,,
599417,1st Impressions Designs,Adhesive Backing,Embroidery Equipment & Supplies,Backing Material,Adhesive Backing,
599417,1st Impressions Designs,Applique Material & Yard Goods,Embroidery Equipment & Supplies,Applique Material & Yard Goods,,
599417,1st Impressions Designs,Embroidered Lettering,"Heat-Applied Graphics Equipment, Lettering & Transfers",Lettering,Embroidered Lettering,
599417,1st Impressions Designs,Laser Custom-Cut Lettering,"Heat-Applied Graphics Equipment, Lettering & Transfers",Lettering,Laser Custom-Cut Lettering,
599417,1st Impressions Designs,Printed Fabrics,"Heat-Applied Graphics Equipment, Lettering & Transfers",Lettering,Printed Fabrics,
599417,1st Impressions Designs,Stock Designs,Embroidery Equipment & Supplies,Stock Designs,,
599417,1st Impressions Designs,Tackle-Twill Lettering,"Heat-Applied Graphics Equipment, Lettering & Transfers",Lettering,Tackle-Twill Lettering,
599418,1st St. Graphics Inc.,Clip Art Services,"Miscellaneous Equipment, Supplies & Industry Services",Art Supplies & Services,Clip Art Services,
599418,1st St. Graphics Inc.,Clip Art Services,"Miscellaneous Equipment, Supplies & Industry Services",Art Supplies & Services,Clip Art Services,
599418,1st St. Graphics Inc.,Custom Transfer Services,"Miscellaneous Equipment, Supplies & Industry Services",Custom Transfer Services,,
599418,1st St. Graphics Inc.,Custom Transfer Services,"Miscellaneous Equipment, Supplies & Industry Services",Custom Transfer Services,,
599418,1st St. Graphics Inc.,Embroidered-Look Transfers,"Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,Embroidered-Look Transfers,
599418,1st St. Graphics Inc.,Embroidered-Look Transfers,"Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,Embroidered-Look Transfers,
599418,1st St. Graphics Inc.,Glitter Transfers,"Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,Glitter Transfers,
599418,1st St. Graphics Inc.,Glitter Transfers,"Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,Glitter Transfers,
599418,1st St. Graphics Inc.,"Hot-Split, Hot-Peel Transfers","Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,"Hot-Split, Hot-Peel Transfers",
599418,1st St. Graphics Inc.,"Hot-Split, Hot-Peel Transfers","Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,"Hot-Split, Hot-Peel Transfers",
599418,1st St. Graphics Inc.,Plastisol Transfers,"Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,Plastisol Transfers,
599418,1st St. Graphics Inc.,Plastisol Transfers,"Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,Plastisol Transfers,
599418,1st St. Graphics Inc.,Softhand Transfers,"Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,Softhand Transfers,
599418,1st St. Graphics Inc.,Softhand Transfers,"Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,Softhand Transfers,
599418,1st St. Graphics Inc.,Stretchable Transfers,"Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,Stretchable Transfers,
599418,1st St. Graphics Inc.,Stretchable Transfers,"Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,Stretchable Transfers,
599419,2 Dazzle U Custom Rhinestone Designs,American-Made Apparel,Apparel Blanks,American-Made Apparel,,
599419,2 Dazzle U Custom Rhinestone Designs,Cap-Size Transfers,"Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,Cap-Size Transfers,
599419,2 Dazzle U Custom Rhinestone Designs,Cap-Sleeve T-Shirts,Apparel Blanks,T-Shirts,Cap-Sleeve T-Shirts,
599419,2 Dazzle U Custom Rhinestone Designs,Cold-Peel Transfers,"Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,Cold-Peel Transfers,
599419,2 Dazzle U Custom Rhinestone Designs,Color-Block T-Shirts,Apparel Blanks,T-Shirts,Color-Block T-Shirts,
599419,2 Dazzle U Custom Rhinestone Designs,Color-Change T-Shirts,Apparel Blanks,T-Shirts,Color-Change T-Shirts,
599419,2 Dazzle U Custom Rhinestone Designs,Crop Tops,Apparel Blanks,T-Shirts,Crop Tops,
599419,2 Dazzle U Custom Rhinestone Designs,"Emblems, Patches (Heat-Applied)","Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,"Emblems, Patches (Heat-Applied)",
599419,2 Dazzle U Custom Rhinestone Designs,Hooded T-Shirts,Apparel Blanks,T-Shirts,Hooded T-Shirts,
599419,2 Dazzle U Custom Rhinestone Designs,"Hot-Split, Hot-Peel Transfers","Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,"Hot-Split, Hot-Peel Transfers",
599419,2 Dazzle U Custom Rhinestone Designs,Imported T-Shirts,Apparel Blanks,T-Shirts,Imported T-Shirts,
599419,2 Dazzle U Custom Rhinestone Designs,Long-Sleeve T-Shirts (with pockets),Apparel Blanks,T-Shirts,Long-Sleeve T-Shirts (with pockets),
599419,2 Dazzle U Custom Rhinestone Designs,Long-Sleeve T-Shirts (without pockets),Apparel Blanks,T-Shirts,Long-Sleeve T-Shirts (without pockets),
599419,2 Dazzle U Custom Rhinestone Designs,"Muscle, Sleeveless T-Shirts",Apparel Blanks,T-Shirts,"Muscle, Sleeveless T-Shirts",
599419,2 Dazzle U Custom Rhinestone Designs,Neon T-Shirts,Apparel Blanks,T-Shirts,Neon T-Shirts,
599419,2 Dazzle U Custom Rhinestone Designs,Nightshirts,Apparel Blanks,T-Shirts,Nightshirts,
599419,2 Dazzle U Custom Rhinestone Designs,Organic Cotton T-Shirts,Apparel Blanks,T-Shirts,Organic Cotton T-Shirts,
599419,2 Dazzle U Custom Rhinestone Designs,Pocket T-Shirts,Apparel Blanks,T-Shirts,Pocket T-Shirts,
599419,2 Dazzle U Custom Rhinestone Designs,Rhinestone Setting Machines,"Miscellaneous Equipment, Supplies & Industry Services",Rhinestone Setting Machines,,
599419,2 Dazzle U Custom Rhinestone Designs,Ringer T-Shirts,Apparel Blanks,T-Shirts,Ringer T-Shirts,
599419,2 Dazzle U Custom Rhinestone Designs,Rolled-Sleeve T-Shirts,Apparel Blanks,T-Shirts,Rolled-Sleeve T-Shirts,
599419,2 Dazzle U Custom Rhinestone Designs,Shimmels,Apparel Blanks,T-Shirts,Shimmels,
599419,2 Dazzle U Custom Rhinestone Designs,"Small, Pocket-Size Transfers","Heat-Applied Graphics Equipment, Lettering & Transfers",Transfers,"Small, Pocket-Size Transfers",
599419,2 Dazzle U Custom Rhinestone Designs,Spangle Machines,"Miscellaneous Equipment, Supplies & Industry Services",Spangle Machines,,
599419,2 Dazzle U Custom Rhinestone Designs,T-Back Tank Tops,Apparel Blanks,T-Shirts,T-Back Tank Tops,
599419,2 Dazzle U Custom Rhinestone Designs,T-Shirt Dresses,Apparel Blanks,T-Shirts,T-Shirt Dresses,
599419,2 Dazzle U Custom Rhinestone Designs,T-Shirts 100% Cotton,Apparel Blanks,T-Shirts,T-Shirts 100, Cotton
599419,2 Dazzle U Custom Rhinestone Designs,T-Shirts 50/50 Blend,Apparel Blanks,T-Shirts,T-Shirts 50/50 Blend,
599419,2 Dazzle U Custom Rhinestone Designs,T-Shirts 65/35 Blend,Apparel Blanks,T-Shirts,T-Shirts 65/35 Blend,
599419,2 Dazzle U Custom Rhinestone Designs,"T-Shirts, Other Fabrics/Blends",Apparel Blanks,T-Shirts,"T-Shirts, Other Fabrics/Blends",
599419,2 Dazzle U Custom Rhinestone Designs,Tank Tops,Apparel Blanks,T-Shirts,Tank Tops,
599419,2 Dazzle U Custom Rhinestone Designs,Textured T-Shirts,Apparel Blanks,T-Shirts,Textured T-Shirts,
599419,2 Dazzle U Custom Rhinestone Designs,V-Neck T-Shirts,Apparel Blanks,T-Shirts,V-Neck T-Shirts,
777150,212 Performance Gloves,Gloves,Apparel Blanks,Miscellaneous Apparel,Gloves,
551062,24 Hour Digitizing,Digitizing Software & Equipment,Embroidery Equipment & Supplies,Digitizing Software & Equipment,,
551062,24 Hour Digitizing,Embroidered Patches,Embroidery Equipment & Supplies,"Emblems, Patches",Embroidered Patches,
551062,24 Hour Digitizing,Stock Designs,Embroidery Equipment & Supplies,Stock Designs,,
773697,3A Thread & Supply,Bobbins & Bobbin Winders,Embroidery Equipment & Supplies,Bobbins & Bobbin Winders,,
773697,3A Thread & Supply,Garment Labels & Labeling Equipment,"Miscellaneous Equipment, Supplies & Industry Services",Garment Labels & Labeling Equipment,,
773697,3A Thread & Supply,"Labels, Labeling Equipment","Miscellaneous Equipment, Supplies & Industry Services","Labels, Labeling Equipment",,
773697,3A Thread & Supply,Lubricants for Thread,Embroidery Equipment & Supplies,Lubricants,Lubricants for Thread,
773697,3A Thread & Supply,Needles,Embroidery Equipment & Supplies,Needles,,
773697,3A Thread & Supply,Other Thread,Embroidery Equipment & Supplies,Thread,Other Thread,
773697,3A Thread & Supply,Scissors & Sharpeners,Embroidery Equipment & Supplies,Scissors & Sharpeners,,
773697,3A Thread & Supply,Sewing Notions & Supplies,Embroidery Equipment & Supplies,Sewing Notions & Supplies,,
773697,3A Thread & Supply,"Spot-Cleaning Equipment, Supplies",Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services","Spot-Cleaning Equipment, Supplies",
773697,3A Thread & Supply,Steaming/Pressing Equipment,"Miscellaneous Equipment, Supplies & Industry Services",Steaming/Pressing Equipment,,
773697,3A Thread & Supply,Tagging Equipment,"Miscellaneous Equipment, Supplies & Industry Services",Tagging Equipment,,
773697,3A Thread & Supply,Tearaway Backing,Embroidery Equipment & Supplies,Backing Material,Tearaway Backing,
773697,3A Thread & Supply,Trims,"Miscellaneous Equipment, Supplies & Industry Services",Trims,,
251521,3A Thread & Supply Co. Of America,Adhesives,Embroidery Equipment & Supplies,Adhesives,,
251521,3A Thread & Supply Co. Of America,Bobbins & Bobbin Winders,Embroidery Equipment & Supplies,Bobbins & Bobbin Winders,,
251521,3A Thread & Supply Co. Of America,Cotton Thread,Embroidery Equipment & Supplies,Thread,Cotton Thread,
251521,3A Thread & Supply Co. Of America,Cutaway Backing,Embroidery Equipment & Supplies,Backing Material,Cutaway Backing,
251521,3A Thread & Supply Co. Of America,Fusible Backing,Embroidery Equipment & Supplies,Backing Material,Fusible Backing,
251521,3A Thread & Supply Co. Of America,Garment Labels & Labeling Equipment,"Miscellaneous Equipment, Supplies & Industry Services",Garment Labels & Labeling Equipment,,
251521,3A Thread & Supply Co. Of America,"Labels, Labeling Equipment","Miscellaneous Equipment, Supplies & Industry Services","Labels, Labeling Equipment",,
251521,3A Thread & Supply Co. Of America,Metallic Thread,Embroidery Equipment & Supplies,Thread,Metallic Thread,
251521,3A Thread & Supply Co. Of America,Needles,Embroidery Equipment & Supplies,Needles,,
251521,3A Thread & Supply Co. Of America,"Paste, Glue","Miscellaneous Equipment, Supplies & Industry Services",Wearable-Art Equipment & Supplies,"Paste, Glue",
251521,3A Thread & Supply Co. Of America,Polyester Thread,Embroidery Equipment & Supplies,Thread,Polyester Thread,
251521,3A Thread & Supply Co. Of America,Rhinestones,"Miscellaneous Equipment, Supplies & Industry Services",Wearable-Art Equipment & Supplies,Rhinestones,
251521,3A Thread & Supply Co. Of America,Scissors & Sharpeners,Embroidery Equipment & Supplies,Scissors & Sharpeners,,
251521,3A Thread & Supply Co. Of America,Sewing Notions & Supplies,Embroidery Equipment & Supplies,Sewing Notions & Supplies,,
251521,3A Thread & Supply Co. Of America,Special Effects Thread,Embroidery Equipment & Supplies,Thread,Special Effects Thread,
251521,3A Thread & Supply Co. Of America,Spot Removal Supplies & Equipment,"Miscellaneous Equipment, Supplies & Industry Services",Spot Removal Supplies & Equipment,,
251521,3A Thread & Supply Co. Of America,"Spot-Cleaning Equipment, Supplies",Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services","Spot-Cleaning Equipment, Supplies",
251521,3A Thread & Supply Co. Of America,Steaming/Pressing Equipment,"Miscellaneous Equipment, Supplies & Industry Services",Steaming/Pressing Equipment,,
251521,3A Thread & Supply Co. Of America,Tagging Equipment,"Miscellaneous Equipment, Supplies & Industry Services",Tagging Equipment,,
251521,3A Thread & Supply Co. Of America,Tearaway Backing,Embroidery Equipment & Supplies,Backing Material,Tearaway Backing,
62401,A-B Emblem,Emblems & Patches: Long Run & Schiffli Service,"Miscellaneous Equipment, Supplies & Industry Services",Emblems & Patches: Long Run & Schiffli Service,,
62401,A-B Emblem,Emblems & Patches: Short Run & Rush Service,"Miscellaneous Equipment, Supplies & Industry Services",Emblems & Patches: Short Run & Rush Service,,
62401,A-B Emblem,"Emblems, Patches & Chenille Service","Miscellaneous Equipment, Supplies & Industry Services","Emblems, Patches & Chenille Service",,
706291,A.M.S,Baseball Jerseys,Apparel Blanks,Jerseys,Baseball Jerseys,
706291,A.M.S,Baseball Uniforms,Apparel Blanks,Athletic Wear,Baseball Uniforms,
706291,A.M.S,Basketball Uniforms,Apparel Blanks,Athletic Wear,Basketball Uniforms,
706291,A.M.S,Bowling Shirts,Apparel Blanks,Athletic Wear,Bowling Shirts,
706291,A.M.S,Camouflage Apparel,Apparel Blanks,Camouflage Apparel,,
706291,A.M.S,Cheerleader Uniforms,Apparel Blanks,Athletic Wear,Cheerleader Uniforms,
706291,A.M.S,Children's Apparel,Apparel Blanks,Children's Apparel,,
706291,A.M.S,"Children's, Infants', Youth Fleecewear",Apparel Blanks,"Fleecewear, Sweats","Children's, Infants', Youth Fleecewear",
706291,A.M.S,Color-Block T-Shirts,Apparel Blanks,T-Shirts,Color-Block T-Shirts,
706291,A.M.S,Crew-Neck Sweats,Apparel Blanks,"Fleecewear, Sweats",Crew-Neck Sweats,
706291,A.M.S,Crop Tops (Fleece),Apparel Blanks,"Fleecewear, Sweats",Crop Tops (Fleece),
706291,A.M.S,Drawstring Pants,Apparel Blanks,Pants,Drawstring Pants,
706291,A.M.S,Fashion Fleece,Apparel Blanks,"Fleecewear, Sweats",Fashion Fleece,
706291,A.M.S,Fleece Pants,Apparel Blanks,Pants,Fleece Pants,
706291,A.M.S,Football Uniforms,Apparel Blanks,Athletic Wear,Football Uniforms,
706291,A.M.S,Full-Zip Fleece,Apparel Blanks,"Fleecewear, Sweats",Full-Zip Fleece,
706291,A.M.S,Heather T-Shirts,Apparel Blanks,T-Shirts,Heather T-Shirts,
706291,A.M.S,High-Cotton Content Fleece,Apparel Blanks,"Fleecewear, Sweats",High-Cotton Content Fleece,
706291,A.M.S,Hockey Uniforms,Apparel Blanks,Athletic Wear,Hockey Uniforms,
706291,A.M.S,Hooded Jackets,Apparel Blanks,"Jackets, Outerwear",Hooded Jackets,
706291,A.M.S,Hooded Sweats,Apparel Blanks,"Fleecewear, Sweats",Hooded Sweats,
706291,A.M.S,Hooded T-Shirts,Apparel Blanks,T-Shirts,Hooded T-Shirts,
706291,A.M.S,Imported T-Shirts,Apparel Blanks,T-Shirts,Imported T-Shirts,
706291,A.M.S,Jackets (Fleece),Apparel Blanks,"Fleecewear, Sweats",Jackets (Fleece),
706291,A.M.S,Joggers,Apparel Blanks,"Fleecewear, Sweats",Joggers,
706291,A.M.S,Joggers,Apparel Blanks,Pants,Joggers,
706291,A.M.S,Juniors Apparel,Apparel Blanks,Miscellaneous Apparel,Juniors Apparel,
706291,A.M.S,Lacrosse Uniforms,Apparel Blanks,Athletic Wear,Lacrosse Uniforms,
706291,A.M.S,Ladies' Fashion Apparel,Apparel Blanks,Miscellaneous Apparel,Ladies' Fashion Apparel,
706291,A.M.S,Long-Sleeve T-Shirts (without pockets),Apparel Blanks,T-Shirts,Long-Sleeve T-Shirts (without pockets),
706291,A.M.S,Misses Apparel,Apparel Blanks,Miscellaneous Apparel,Misses Apparel,
706291,A.M.S,Mock Turtleneck Fleece Shirts,Apparel Blanks,"Fleecewear, Sweats",Mock Turtleneck Fleece Shirts,
706291,A.M.S,"Muscle, Sleeveless T-Shirts",Apparel Blanks,T-Shirts,"Muscle, Sleeveless T-Shirts",
706291,A.M.S,Neon Fleece,Apparel Blanks,"Fleecewear, Sweats",Neon Fleece,
706291,A.M.S,Neon T-Shirts,Apparel Blanks,T-Shirts,Neon T-Shirts,
706291,A.M.S,Other Sports Uniforms,Apparel Blanks,Athletic Wear,Other Sports Uniforms,
706291,A.M.S,Physical Education Uniforms,Apparel Blanks,Athletic Wear,Physical Education Uniforms,
706291,A.M.S,"Polyester, Blends",Apparel Blanks,"Jackets, Outerwear","Polyester, Blends",
706291,A.M.S,Pullover Sweaters,Apparel Blanks,Sweaters,Pullover Sweaters,
706291,A.M.S,Racerback Tank Tops,Apparel Blanks,T-Shirts,Racerback Tank Tops,
706291,A.M.S,Raglan T-Shirts,Apparel Blanks,T-Shirts,Raglan T-Shirts,
706291,A.M.S,Raglan-Sleeve Fleece Shirts,Apparel Blanks,"Fleecewear, Sweats",Raglan-Sleeve Fleece Shirts,
706291,A.M.S,School Uniforms,Apparel Blanks,School Uniforms,,
706291,A.M.S,Scoop-Neck T-Shirts,Apparel Blanks,T-Shirts,Scoop-Neck T-Shirts,
706291,A.M.S,Set-In Sleeve Fleece Shirts,Apparel Blanks,"Fleecewear, Sweats",Set-In Sleeve Fleece Shirts,
706291,A.M.S,Soccer Uniforms,Apparel Blanks,Athletic Wear,Soccer Uniforms,
706291,A.M.S,Sweat Pants,Apparel Blanks,Pants,Sweat Pants,
706291,A.M.S,T-Back Tank Tops,Apparel Blanks,T-Shirts,T-Back Tank Tops,
706291,A.M.S,T-Shirts 100% Cotton,Apparel Blanks,T-Shirts,T-Shirts 100, Cotton
706291,A.M.S,T-Shirts 65/35 Blend,Apparel Blanks,T-Shirts,T-Shirts 65/35 Blend,
706291,A.M.S,"T-Shirts, Other Fabrics/Blends",Apparel Blanks,T-Shirts,"T-Shirts, Other Fabrics/Blends",
706291,A.M.S,Tank Tops,Apparel Blanks,T-Shirts,Tank Tops,
706291,A.M.S,Tennis Wear,Apparel Blanks,Athletic Wear,Tennis Wear,
706291,A.M.S,V-Neck T-Shirts,Apparel Blanks,T-Shirts,V-Neck T-Shirts,
706291,A.M.S,"Warm-Up, Jogging Suits",Apparel Blanks,Athletic Wear,"Warm-Up, Jogging Suits",
706291,A.M.S,Western Wear,Apparel Blanks,Miscellaneous Apparel,Western Wear,
599420,A.S. Tees,American-Made Apparel,Apparel Blanks,American-Made Apparel,,
599420,A.S. Tees,Baby-Doll T-Shirts,Apparel Blanks,T-Shirts,Baby-Doll T-Shirts,
599420,A.S. Tees,Burn-Out T-Shirts,Apparel Blanks,T-Shirts,Burn-Out T-Shirts,
599420,A.S. Tees,Camouflage Apparel,Apparel Blanks,Camouflage Apparel,,
599420,A.S. Tees,Cap-Sleeve T-Shirts,Apparel Blanks,T-Shirts,Cap-Sleeve T-Shirts,
599420,A.S. Tees,Children's Apparel,Apparel Blanks,Children's Apparel,,
599420,A.S. Tees,Color-Block T-Shirts,Apparel Blanks,T-Shirts,Color-Block T-Shirts,
599420,A.S. Tees,Cotton Shorts,Apparel Blanks,Shorts,Cotton Shorts,
599420,A.S. Tees,Crop Tops,Apparel Blanks,T-Shirts,Crop Tops,
599420,A.S. Tees,Double-Collar T-Shirts,Apparel Blanks,T-Shirts,Double-Collar T-Shirts,
599420,A.S. Tees,Drawstring Pants,Apparel Blanks,Pants,Drawstring Pants,
599420,A.S. Tees,Elastic-Waist Pants,Apparel Blanks,Pants,Elastic-Waist Pants,
599420,A.S. Tees,Fleece Pants,Apparel Blanks,Pants,Fleece Pants,
599420,A.S. Tees,Garment-Dyed Apparel,Apparel Blanks,Garment-Dyed Apparel,,
599420,A.S. Tees,"Gym, Athletic Shorts",Apparel Blanks,Shorts,"Gym, Athletic Shorts",
599420,A.S. Tees,Hooded T-Shirts,Apparel Blanks,T-Shirts,Hooded T-Shirts,
599420,A.S. Tees,Infants' Apparel,Apparel Blanks,Infant's Apparel,Infants' Apparel,
599420,A.S. Tees,Ladies' Fashion Apparel,Apparel Blanks,Miscellaneous Apparel,Ladies' Fashion Apparel,
599420,A.S. Tees,Long-Sleeve T-Shirts (without pockets),Apparel Blanks,T-Shirts,Long-Sleeve T-Shirts (without pockets),
599420,A.S. Tees,"Muscle, Sleeveless T-Shirts",Apparel Blanks,T-Shirts,"Muscle, Sleeveless T-Shirts",
599420,A.S. Tees,Organic Cotton T-Shirts,Apparel Blanks,T-Shirts,Organic Cotton T-Shirts,
599420,A.S. Tees,Other,"Miscellaneous Equipment, Supplies & Industry Services",Other,,
599420,A.S. Tees,Prepared-for-Dyeing (PFD) T-Shirts,Apparel Blanks,T-Shirts,Prepared-for-Dyeing (PFD) T-Shirts,
599420,A.S. Tees,Recycled-Materials T-Shirts,Apparel Blanks,T-Shirts,Recycled-Materials T-Shirts,
599420,A.S. Tees,Ringer T-Shirts,Apparel Blanks,T-Shirts,Ringer T-Shirts,
599420,A.S. Tees,Sweat Pants,Apparel Blanks,Pants,Sweat Pants,
599420,A.S. Tees,T-Back Tank Tops,Apparel Blanks,T-Shirts,T-Back Tank Tops,
599420,A.S. Tees,T-Shirts,Apparel Blanks,Eco-Friendly Apparel,T-Shirts,
599420,A.S. Tees,Tank Tops,Apparel Blanks,T-Shirts,Tank Tops,
599420,A.S. Tees,Thermal Apparel,Apparel Blanks,Thermal Apparel,,
599420,A.S. Tees,Yoga Pants,Apparel Blanks,Pants,Yoga Pants,
282778,A.W.T. World Trade Inc.,Adhesives (Frame),Screen Printing Equipment & Supplies,Screen-Making Equipment & Supplies,Adhesives (Frame),
282778,A.W.T. World Trade Inc.,Art Equipment,"Miscellaneous Equipment, Supplies & Industry Services",Art Supplies & Services,Art Equipment,
282778,A.W.T. World Trade Inc.,"Art Storage, Filing Systems","Miscellaneous Equipment, Supplies & Industry Services",Art Supplies & Services,"Art Storage, Filing Systems",
282778,A.W.T. World Trade Inc.,Block-out Products,Screen Printing Equipment & Supplies,Screen-Making Equipment & Supplies,Block-out Products,
282778,A.W.T. World Trade Inc.,Cap Dryers,Screen Printing Equipment & Supplies,"Drying, Curing Equipment & Supplies",Cap Dryers,
282778,A.W.T. World Trade Inc.,"Cap Printing Equipment, Supplies",Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services","Cap Printing Equipment, Supplies",
282778,A.W.T. World Trade Inc.,Chemicals for Printing,Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services",Chemicals for Printing,
282778,A.W.T. World Trade Inc.,Chemicals for reclaiming screens,Screen Printing Equipment & Supplies,Screen-Reclaiming Equipment & Supplies,Chemicals for reclaiming screens,
282778,A.W.T. World Trade Inc.,Chemicals for screen making,Screen Printing Equipment & Supplies,Screen-Making Equipment & Supplies,Chemicals for screen making,
282778,A.W.T. World Trade Inc.,Conveyor Dryers,Screen Printing Equipment & Supplies,"Drying, Curing Equipment & Supplies",Conveyor Dryers,
282778,A.W.T. World Trade Inc.,"Cylinder, Bottle, Mug Printing Presses",Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services","Cylinder, Bottle, Mug Printing Presses",
282778,A.W.T. World Trade Inc.,Dryer Belts,Screen Printing Equipment & Supplies,"Drying, Curing Equipment & Supplies",Dryer Belts,
282778,A.W.T. World Trade Inc.,Drying Cabinets,Screen Printing Equipment & Supplies,Screen-Making Equipment & Supplies,Drying Cabinets,
282778,A.W.T. World Trade Inc.,Drying Racks,Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services",Drying Racks,
282778,A.W.T. World Trade Inc.,Eco-Friendly Screen-Making Supplies,Screen Printing Equipment & Supplies,Screen-Making Equipment & Supplies,Eco-Friendly Screen-Making Supplies,
282778,A.W.T. World Trade Inc.,Eco-Friendly Screen-Reclaiming Supplies,Screen Printing Equipment & Supplies,Screen-Reclaiming Equipment & Supplies,Eco-Friendly Screen-Reclaiming Supplies,
282778,A.W.T. World Trade Inc.,Electric Dryers,Screen Printing Equipment & Supplies,"Drying, Curing Equipment & Supplies",Electric Dryers,
282778,A.W.T. World Trade Inc.,"Emulsions, Stencil Materials",Screen Printing Equipment & Supplies,Screen-Making Equipment & Supplies,"Emulsions, Stencil Materials",
282778,A.W.T. World Trade Inc.,Engraving Equipment & Supplies,"Miscellaneous Equipment, Supplies & Industry Services",Engraving Equipment & Supplies,,
282778,A.W.T. World Trade Inc.,Equipment,Digital Decorating Equipment & Supplies,Sublimation,Equipment,
282778,A.W.T. World Trade Inc.,Equipment Repair,"Miscellaneous Equipment, Supplies & Industry Services",Equipment Repair,,
282778,A.W.T. World Trade Inc.,Flash-Cure Units,Screen Printing Equipment & Supplies,"Drying, Curing Equipment & Supplies",Flash-Cure Units,
282778,A.W.T. World Trade Inc.,Flatbed Transfer-Printing Presses,Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services",Flatbed Transfer-Printing Presses,
282778,A.W.T. World Trade Inc.,Floodbars,Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services",Floodbars,
282778,A.W.T. World Trade Inc.,Frames: Caps,Screen Printing Equipment & Supplies,Screen-Making Equipment & Supplies,Frames: Caps,
282778,A.W.T. World Trade Inc.,Frames: Metal (Rigid),Screen Printing Equipment & Supplies,Screen-Making Equipment & Supplies,Frames: Metal (Rigid),
282778,A.W.T. World Trade Inc.,Frames: Retensionable,Screen Printing Equipment & Supplies,Screen-Making Equipment & Supplies,Frames: Retensionable,
282778,A.W.T. World Trade Inc.,Frames: Wood,Screen Printing Equipment & Supplies,Screen-Making Equipment & Supplies,Frames: Wood,
282778,A.W.T. World Trade Inc.,Gas Dryers,Screen Printing Equipment & Supplies,"Drying, Curing Equipment & Supplies",Gas Dryers,
282778,A.W.T. World Trade Inc.,"Ink Mixing & Measuring Equipment, Software, Supplies",Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services","Ink Mixing & Measuring Equipment, Software, Supplies",
282778,A.W.T. World Trade Inc.,Inks for Nontextiles,Screen Printing Equipment & Supplies,Inks for Nontextiles,,
282778,A.W.T. World Trade Inc.,Jacket Holddowns,Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services",Jacket Holddowns,
282778,A.W.T. World Trade Inc.,Machine Parts,Embroidery Equipment & Supplies,Machine Parts,,
282778,A.W.T. World Trade Inc.,Manual Printing Presses,Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services",Manual Printing Presses,
282778,A.W.T. World Trade Inc.,Pad-Printing Equipment & Supplies,"Miscellaneous Equipment, Supplies & Industry Services",Pad-Printing Equipment & Supplies,,
282778,A.W.T. World Trade Inc.,Plastisol Inks,Screen Printing Equipment & Supplies,Inks for Textile Screen Printing,Plastisol Inks,
282778,A.W.T. World Trade Inc.,Platen Adhesives & Tapes,Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services",Platen Adhesives & Tapes,
282778,A.W.T. World Trade Inc.,Platens & Attachments (Automatic),Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services",Platens & Attachments (Automatic),
282778,A.W.T. World Trade Inc.,Platens & Attachments (Manual),Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services",Platens & Attachments (Manual),
282778,A.W.T. World Trade Inc.,Preregistration Systems,Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services",Preregistration Systems,
282778,A.W.T. World Trade Inc.,Pressure Washers,Screen Printing Equipment & Supplies,Screen-Reclaiming Equipment & Supplies,Pressure Washers,
282778,A.W.T. World Trade Inc.,"Repair, Maintenance Services",Screen Printing Equipment & Supplies,"Printing Equipment, Supplies & Services","Repair, Maintenance Services",
